,Unnamed: 0,Topics,Sentences,Scores,pos,neg,compound,type,Sentiments_GloVe
2158,2158,4, The runoff and erosion model used here is the Parameter Efcient Distributed model that was validated for the Blue Nile basin by Steenhuis et,"{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.2263}",0.076,0.0,0.2263,POS,positive
2159,2159,4, Surface runoff and erosion are generated when the soil is saturated and assumed to be at the outlet within the time,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2160,2160,4, expressed the sediment Cr in runoff from runoff source areas,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2161,2161,4, Assuming that the interow and baseow are sediment the sediment load per unit watershed Y from both the saturated and degraded runoff source areas can be obtained as ux per unit,"{'neg': 0.088, 'neu': 0.912, 'pos': 0.0, 'compound': -0.4215}",0.0,0.088,-0.4215,NEG,positive
2162,2162,4, the concentration of sediment in the stream can be obtained by dividing the sediment load Y,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2163,2163,4, Soil Erosion and Discharge in the Blue Nile Trends and Challenges,"{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.0772}",0.115,0.0,0.0772,POS,positive
2164,2164,4, Erosion measurements were available only for and,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2165,2165,4, Since erosion makes the soil the fraction of the degraded soils that produce surface runoff was increased from the to the,"{'neg': 0.117, 'neu': 0.795, 'pos': 0.088, 'compound': -0.1779}",0.088,0.117,-0.1779,NEG,positive
2166,2166,4, For estimating sediment concentrations in the Blue Nile River at El Diem for the same parameters were used with increased Soil Erosion and Discharge in the Blue Nile Trends and Challenges,"{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.34}",0.105,0.0,0.34,POS,positive
2167,2167,4, Although there may be sediment deposition before the runoff reaches the it was hypothesized that once the sediment is in the it is carried downstream across the Ethiopian,"{'neg': 0.0, 'neu': 0.957, 'pos': 0.043, 'compound': 0.0516}",0.043,0.0,0.0516,POS,positive
2168,2168,4, A study was conducted in the Debre Mawi watershed in the Upper Blue Nile basin to understand where and when runoff and erosion takes place on the,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2169,2169,4, In for proper planning and runoff and erosion models should capture these,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2170,2170,4, sediment a measure often used to observe changes in erosion have been,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2171,2171,4, This is likely due to a poor understanding of the spatial and temporal pattern of soil erosion on the highland undermining the design of these,"{'neg': 0.203, 'neu': 0.797, 'pos': 0.0, 'compound': -0.6808}",0.0,0.203,-0.6808,NEG,negative
2172,2172,4, One of the obstacles to effective Spatial and Temporal Patterns of Soil Erosion in the Ethiopian Highlands soil conservation is that steep slopes are targeted for implementation while in reality most runoff and erosion processes are produced on the parts of the hillslope with shallow soil and lower slopes near the rivers through gullies et,"{'neg': 0.08, 'neu': 0.868, 'pos': 0.052, 'compound': -0.1779}",0.052,0.08,-0.1779,NEG,positive
2173,2173,4, in order to better estimate sediment concentration changes in the Ethiopian highlands inuenced by a monsoonal a better understanding is needed of soil erosion and sediment transport at various landscape,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.7003}",0.182,0.0,0.7003,POS,positive
2174,2174,4, Spatial and Temporal Patterns of Soil Erosion in the Ethiopian Highlands,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2175,2175,4, The exceedance probability of the average intensities of storm events and median inltration rate for the Debra Mawi watershed in and Runoff Mechanism in the Debre Mawi Watershed Inltration and Rainfall Intensity Measurements Erosion and sediment transport are governed by the rainfall and runoff characteristics that dene runoff,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2176,2176,4, This has an effect on erosion as discussed later in the next,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2177,2177,4, Based on these we will discuss the erosion processes in the watershed in the next,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2178,2178,4, Soil Erosion and Sediment Concentrations in Debre Mawi Upland Erosion Ten representative elds were selected from the Debre Mawi watershed and the erosion rates from rills formed in these elds were determined after nine storm events in the periods from July to September,"{'neg': 0.0, 'neu': 0.946, 'pos': 0.054, 'compound': 0.34}",0.054,0.0,0.34,POS,positive
2179,2179,4, The sediment concentration and sediment load vary spatially along the landscape as shown in,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2180,2180,4, Other researchers argued that the underlying reason for the decrease in erosion with time is due to sediment depletion and plant cover development et,"{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.3612}",0.0,0.098,-0.3612,NEG,positive
2181,2181,4, Spatial and Temporal Patterns of Soil Erosion in the Ethiopian Highlands In the investigation of sediment concentrations and sediment load at ve nested spatially different locations in Debre Mawi watershed showed that tration varies along the landscape due to higher soil loss through rill erosion from agricultural elds located at downslope positions than from those located,"{'neg': 0.04, 'neu': 0.96, 'pos': 0.0, 'compound': -0.3182}",0.0,0.04,-0.3182,NEG,positive
2182,2182,4, Erosion modeling practices should therefore consider these temporal and spatial dynamics in order to properly predict erosion,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.2732}",0.116,0.0,0.2732,POS,negative
2183,2183,4, Conclusions In this an experiment was conducted to identify the dominant storm runoff mechanisms and the process of erosion in the Debre Mawi watershed by suring inltration rainfall rainfall perched water rill and sediment concentrations for the main watershed and four nested,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2184,2184,4, Sediment concentration from all ve nested areas was higher at the beginning of the rainy period when erosion rate from rill was,"{'neg': 0.058, 'neu': 0.942, 'pos': 0.0, 'compound': -0.0772}",0.0,0.058,-0.0772,NEG,positive
2185,2185,4, The runoff and sediment data at the outlet were made available by Amhara Regional Agricultural Research,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,negative
2186,2186,4, Water Resour Res Hurni H Degradation and conservation of the resources in the Ethiopian,"{'neg': 0.221, 'neu': 0.779, 'pos': 0.0, 'compound': -0.5267}",0.0,0.221,-0.5267,NEG,positive
2187,2187,4, Pimentel D World soil erosion and,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2188,2188,4, Mekelle University of Berne Spatial and Temporal Patterns of Soil Erosion in the Ethiopian Highlands Nyssen Poesen Haile Deckers J Dynamics of soil erosion rates and controlling factors in the Northern Ethiopian a sediment,"{'neg': 0.0, 'neu': 0.937, 'pos': 0.063, 'compound': 0.2732}",0.063,0.0,0.2732,POS,positive
2189,2189,4, J Soils Sediments Zegeye Steenhuis Blake Kidnau Collick Dadgari F Assessment of soil erosion processes and farmer perception of land conservation in Debre Mewi watershed near Lake,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2190,2190,4, The main objective of this study was to test the sediment prediction capability of the Water Erosion Prediction Project model on tropical watersheds and also identify erosion hotspot,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2191,2191,4, The cultivated land contributed to more than of soil loss and of sediment yield in all four,"{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.3182}",0.0,0.126,-0.3182,NEG,positive
2192,2192,4, In policy makers have been asking for quantication of erosion rates at and global levels in order to develop environmental and land use management plans which will consider both and impacts of erosion Vente et,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2193,2193,4, because of limited the Tanzanian government decided to concentrate only on land use management rather than implementing extensive projects for soil erosion prevention and conservation et,"{'neg': 0.071, 'neu': 0.929, 'pos': 0.0, 'compound': -0.2263}",0.0,0.071,-0.2263,NEG,positive
2194,2194,4, The challenge to slopes and topography is reported to affect sediment loading as compared to total watershed sediment,"{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.0772}",0.071,0.0,0.0772,POS,positive
2195,2195,4, this study aims at contributing to the development of a sediment assessment using Water Erosion Prediction Project in Upper Ruvu,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2196,2196,4, It specically aims to estimate the quantity of sediment yield delivered from the upland areas and identify areas that will benet most from soil conservation,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2197,2197,4, the model simulates sediment transport and and sediment particle size,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2198,2198,4, The measured runoff and erosion from agricultural elds were low compared to predicted,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.2732}",0.0,0.149,-0.2732,NEG,positive
2199,2199,4, sediment yields and erosion were fairly simulated for different land use areas as expected and Melesse Defersha et,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2200,2200,4, In North the analysis of model performance on sediment yield and runoff predication was conducted on Mediterranean cultivated Kamach,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2201,2201,4, Predicting Sediment Concentration Hillslope Erosion and The WEPP model divides erosion into two rill and interrill,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2202,2202,4, dG dx Di Dr where G Sediment load x Distance down slope Dr Rill erosion rate Di Interrill erosion rate The interrill erosion is estimated from the equation Di KiI f Msaghaa et,"{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.6124}",0.0,0.121,-0.6124,NEG,positive
2203,2203,4, where Di Detachment rate Ki I Sf f Function of canopy and residue Interrill soil erodibility parameter Effective rainfall intensity Slope factor The erosion rate in rill erosion is a function of hydraulic shear and amount of sediment already in the ow et,"{'neg': 0.0, 'neu': 0.926, 'pos': 0.074, 'compound': 0.4767}",0.074,0.0,0.4767,POS,positive
2204,2204,4, Rill is estimated in WEPP model Dr Kr G Tc where Dr Rill erosion rate Kr Rill soil erodibility parameter t Hydraulic shear of water owing in the rill tc Critical shear below which no erosion occurs G Sediment transport rate Tc Rill sediment transport capacity WEPP model is based on modern hydrological and erosion,"{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.5423}",0.0,0.083,-0.5423,NEG,positive
2205,2205,4, It calculates runoff and erosion on daily basis and Romero,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2206,2206,4, Modeling Sediment Effect of Land and,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2207,2207,4, The Modeling Sediment Effect of Land and,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2208,2208,4, Variation of soil sediment and runoff with land cover under scenario in lowland area as estimated by model Modeling Sediment Effect of Land and,"{'neg': 0.046, 'neu': 0.954, 'pos': 0.0, 'compound': -0.0258}",0.0,0.046,-0.0258,NEG,positive
2209,2209,4, Sediment Yield GeoWEPP model generated sediment yield map which indicates the area with erable yield from light to dark and not tolerable yield from light to dark,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2210,2210,4, The simulated average annual sediment yield at the Mzigo Juu watershed let was and sediment delivery ratio for the watershed was,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2211,2211,4, Average annual sediment yield from Msimbizi subwatershed was and the predicted sediment delivery ratio for the watershed was,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2212,2212,4, Relationship of average measured sediment load variation with ow in Ruvu catchment results indicated that the WEPP model can assist management institutions to quickly generate conservation zones by accepting predictions of ment yield runoff outputs in spatially distributed,"{'neg': 0.0, 'neu': 0.934, 'pos': 0.066, 'compound': 0.3818}",0.066,0.0,0.3818,POS,positive
2213,2213,4, The watershed soil loss and sediment yield were correlated with,"{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.3182}",0.0,0.204,-0.3182,NEG,positive
2214,2214,4, A detailed accurate prediction of sediment yield and runoff in basin is crucial for planning and development of,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,negative
2215,2215,4, Defersha Melesse AM investigation of the effect of land use on sediment yield and surface runoff using runoff plot data and models in the Mara River,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,negative
2216,2216,4, Defersha Melesse McClain M Watershed scale application of WEPP and EROSION models for assessment of potential sediment source areas and runoff ux in the Mara River,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2217,2217,4, CATENA deVente Poesen Govers G Spatially distributed modelling of soil erosion and sediment yield at regional scales in,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2218,2218,4, Retrieved from Ndomba Mtalo Killingtveit A A proposed approach of sediment sources and erosion processes identication at large,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2219,2219,4, Nile Basin Water Sci Eng J Nearing Foster Finkner SC A soil erosion model for Erosion Prediction Project,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2220,2220,4, Lal R Soil erosion research,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2221,2221,4, Purdue University and the National Soil Erosion Research,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,negative
2222,2222,4, pp Chapter Assessment of Soil Erosion in the Blue Nile Basin Gizaw Desta Gessesse Abstract Water erosion in the form of sheet and rill erosion and lack of good land management practices lead to accelerated land,"{'neg': 0.059, 'neu': 0.867, 'pos': 0.074, 'compound': 0.1531}",0.074,0.059,0.1531,POS,positive
2223,2223,4, Rill erosion is a major contributor to sediment detachment and transport from agricultural elds leading to both and effects of,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2224,2224,4, The problem of soil erosion severe in the highland,"{'neg': 0.431, 'neu': 0.569, 'pos': 0.0, 'compound': -0.6486}",0.0,0.431,-0.6486,NEG,negative
2225,2225,4, soil erosion is considered to be a major agricultural problem in the highlands m,"{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.4019}",0.0,0.197,-0.4019,NEG,positive
2226,2226,4, Erosion in the form of sheet wash and rills was the dominant form of erosion where it is prevalent almost on every farm land and de Graaf,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2227,2227,4, Apart from estimates of erosion from scientic linear erosion is directly visible on moderate and steep slopes of agricultural lands in various,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2228,2228,4, Among these erosion rills are the predominant form of,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2229,2229,4, Comparison of rill sion with sheet erosion in Ethiopia has shown that linear erosion can greatly exceed sheet erosion,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2230,2230,4, It is the most important erosion because in addition to being an erosion feature in rills serve the purpose of transporting materials supplied by the erosion and Sterk and being an indicator of where to start soil,"{'neg': 0.0, 'neu': 0.945, 'pos': 0.055, 'compound': 0.2716}",0.055,0.0,0.2716,POS,positive
2231,2231,4, farmer perceptions of erosion problems and effectiveness and efciency of runoff drainage ditches have received little,"{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.4019}",0.0,0.153,-0.4019,NEG,positive
2232,2232,4, For sustainable and effective erosion there is a need for an understanding of specic practices and their negative effects on their relative erosion,"{'neg': 0.138, 'neu': 0.746, 'pos': 0.116, 'compound': -0.1531}",0.116,0.138,-0.1531,NEG,positive
2233,2233,4, Gessesse This chapter presents the formation and development of rill erosion at ent spatial scales and the erosion contribution of open runoff drainage ditches on agricultural lands in the highlands of,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2234,2234,4, Rill Erosion Formation of Rill Erosion On agricultural the erosion processes most commonly encountered are rill and,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2235,2235,4, erosion is conceptualized as a process of sediment delivery to concentrated ow or rills,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2236,2236,4, These processes of erosion would enable one to identify the critical locations of erosion along the slope prole,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.3182}",0.0,0.119,-0.3182,NEG,positive
2237,2237,4, Assessment of Soil Erosion in the Blue Nile Basin,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2238,2238,4, Two methods were used for rill erosion,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2239,2239,4, Mean and standard deviations of the rill rill and rate of specic rill erosion were analyzed for each level of erosion,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2240,2240,4, b Location specicity of rill erosion have shown the impact of convergence on largely through the development of rills and gullies that increase erosion compared with the divergent slope,"{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.3182}",0.078,0.0,0.3182,POS,positive
2241,2241,4, Rill erosion and its opment at the upper area of the catchment were mainly inuenced by the runoff concentration from upstream,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2242,2242,4, after surface a corresponding increase in the amount of runoff water can tribute to greater rill erosion and Nearing,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5859}",0.231,0.0,0.5859,POS,positive
2243,2243,4, Erosion from Farm Ditches In this the characteristics of runoff drainage ditches and their erosion bution on cultivated lands in the highlands of Ethiopia are,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2244,2244,4, The magnitude of erosion contribution from ditches was evaluated by measuring the rate of change of ditch cross section over time its sediment transport,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2245,2245,4, This may lead to facilitate and aggravate erosion by,"{'neg': 0.304, 'neu': 0.696, 'pos': 0.0, 'compound': -0.5423}",0.0,0.304,-0.5423,NEG,positive
2246,2246,4, in Assessment of Soil Erosion in the Blue Nile Basin m c h t d i W m c h t p e D m c h t d i W m c h t p e D m c h t d i W m c h t p e D m c h t d i W m c h t p e D,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2247,2247,4, Erosion Control Practices In response to the land degradation and accelerated erosion problems in the Ethiopian a range of conservation measures of soil moisture and runoff management functions have been practiced in massive although the trend shows that the projects have had a limited,"{'neg': 0.17, 'neu': 0.83, 'pos': 0.0, 'compound': -0.7906}",0.0,0.17,-0.7906,NEG,positive
2248,2248,4, Hurni indicated that great attention was not given to the area specic soil erosion conservation measures before introducing SWC program to,"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.6249}",0.17,0.0,0.6249,POS,positive
2249,2249,4, As a fragmented terraces are a common cause of and erosion,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2250,2250,4, This demands improvements to enhance efciency of the soil conservation or erosion control,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3182}",0.161,0.0,0.3182,POS,positive
2251,2251,4, Conclusion In the Blue Nile basin of Ethiopian where erosion is the main cause of land identifying the relative importance of rill erosion and farm ditch erosion that directly inuence total soil erosion is extremely important for and implementing appropriate erosion control,"{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.5563}",0.103,0.0,0.5563,POS,positive
2252,2252,4, Erosion in the form of rills is widespread on agricultural,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2253,2253,4, assessment of its erosion contribution gave a clear picture that ditches serve both as source of erosion and as channel for the eroded soil from,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.3818}",0.102,0.0,0.3818,POS,positive
2254,2254,4, Many soil conservation measures were implemented to tackle soil erosion and land degradation but some are not tted to the farming system and majority is acterized by low efciency to perform its function,"{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.5927}",0.0,0.135,-0.5927,NEG,positive
2255,2255,4, An economic evaluation of soil conservation and watershed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2256,2256,4, Hydrol Process Flanagan Nearing MA Water erosion prediction hillslope prole and watershed model National Soil Erosion Research West Report,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2257,2257,4, Gessesse Hurni H participatory soil erosion assessemnt and soil conservation,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2258,2258,4, Application of local erosion,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2259,2259,4, and Policy Research Working International Livestock Research Kenya Assessment of Soil Erosion in the Blue Nile Basin Hellden U An Assessment of woody community forest land use and soil erosion in,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,negative
2260,2260,4, Average and extreme erosion,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2261,2261,4, Pimental D World soil erosion and,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2262,2262,4, Mega Publishing USDA Water erosion prediction project hillslope prole and watershed model documentation Weldeamlak B Towards integrated watershed management in Highland,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2263,2263,4, Keywords Biomass recovery Nile basin Deforestation Afforestation Erosion Remote sensing Introduction Land degradation is a major problem in,"{'neg': 0.289, 'neu': 0.711, 'pos': 0.0, 'compound': -0.7269}",0.0,0.289,-0.7269,NEG,negative
2264,2264,4, As a the Ethiopian highlands have experienced accelerated soil erosion for many,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2265,2265,4, Science Shiferaw Holden S Soil erosion and conservation decisions in the highlands of,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2266,2266,4, Soil erosion is one of the major problems in,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4019}",0.0,0.252,-0.4019,NEG,positive
2267,2267,4, In the climatic inuence on soil erosion is represented by rainfall known as R and it is the most precise single estimate of rainfall erosion potential,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2268,2268,4, seasonal distribution of rainfall erosivity is essential to assess erosion,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2269,2269,4, Monthly Distribution Curves The annual erosion index values do not completely describe the differences in rainfall erosion potential during different months of the,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.4019}",0.109,0.0,0.4019,POS,positive
2270,2270,4, Soil erosion and,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2271,2271,4, New pp Hurni H Degradation and conservation of resources in,"{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.5267}",0.0,0.298,-0.5267,NEG,positive
2272,2272,4, adoptions of these interventions demand supportive policies and to enable farmer and collective action of actors at various,"{'neg': 0.076, 'neu': 0.812, 'pos': 0.112, 'compound': 0.1779}",0.112,0.076,0.1779,POS,positive
2273,2273,4, There are many RWH technologies for which the farmer can lay and construct using own labor at the farm level with minimum training and facilitation et,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2274,2274,4, They are primarily promoted to reduce soil erosion and to improve rainfall inltration and conservation in the soil prole Amede et,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.6908}",0.231,0.0,0.6908,POS,positive
2275,2275,4, It was also a strategy to address resources management issues that could not be addressed by a single farmer or a and to integrate different disciplines and Reddy German et,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2276,2276,4, D Pimentel World soil erosion and,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2277,2277,4, In situ production rates and erosion,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2278,2278,4, p Mburu CN Farmer innovators in,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
2279,2279,4, Farmer innovation in land,"{'neg': 0.0, 'neu': 0.536, 'pos': 0.464, 'compound': 0.3818}",0.464,0.0,0.3818,POS,positive
